カテゴリ	テーマ名	銘柄コード	銘柄名	寄与度
企業	ゼネコン	1768	ソネック	
企業	ゼネコン	1786	オリエンタル白石	
企業	ゼネコン	1795	マサル	
企業	ゼネコン	1801	大成建設	
企業	ゼネコン	1802	大林組	
企業	ゼネコン	1803	清水建設	
企業	ゼネコン	1808	長谷工コーポレーション	
企業	ゼネコン	1810	松井建設	
企業	ゼネコン	1811	錢高組	
企業	ゼネコン	1812	鹿島	
企業	ゼネコン	1815	鉄建建設	
企業	ゼネコン	1820	西松建設	
企業	ゼネコン	1822	大豊建設	
企業	ゼネコン	1826	佐田建設	
企業	ゼネコン	1827	ナカノフドー建設	
企業	ゼネコン	1833	奥村組	
企業	ゼネコン	1835	東鉄工業	
企業	ゼネコン	1841	サンユー建設	
企業	ゼネコン	1848	富士ピー・エス	
企業	ゼネコン	1852	淺沼組	
企業	ゼネコン	1860	戸田建設	
企業	ゼネコン	1861	熊谷組	
企業	ゼネコン	1866	北野建設	
企業	ゼネコン	1869	名工建設	
企業	ゼネコン	1871	ピーエス・コンストラクション	
企業	ゼネコン	1879	新日本建設	
企業	ゼネコン	1888	若築建設	
企業	ゼネコン	1892	徳倉建設	
企業	ゼネコン	1893	五洋建設	
企業	ゼネコン	1899	福田組	
企業	ゼネコン	1914	日本基礎技術	
企業	ゼネコン	1925	大和ハウス工業	
企業	ゼネコン	1994	高橋カーテンウォール工業	
企業	ゼネコン	2445	タカミヤ	
企業	ゼネコン	256A	飛島ホールディングス	
企業	ゼネコン	3443	川田テクノロジーズ	
企業	ゼネコン	4192	スパイダープラス	
企業	ゼネコン	4345	シーティーエス	
企業	ゼネコン	4356	応用技術	
企業	ゼネコン	4371	コアコンセプト・テクノロジー	
企業	ゼネコン	5076	インフロニア・ホールディングス	
企業	ゼネコン	5079	ノバック	
企業	ゼネコン	5232	住友大阪セメント	
企業	ゼネコン	5233	太平洋セメント	
企業	ゼネコン	5254	Arent	
企業	ゼネコン	5268	旭コンクリート工業	
企業	ゼネコン	5368	日本インシュレーション	
企業	ゼネコン	5445	東京鐵鋼	
企業	ゼネコン	5461	中部鋼鈑	
企業	ゼネコン	5915	駒井ハルテック	
企業	ゼネコン	5921	川岸工業	
企業	ゼネコン	5939	大谷工業	
企業	ゼネコン	6358	酒井重工業	
企業	ゼネコン	6458	新晃工業	
企業	ゼネコン	7059	コプロ・ホールディングス	
企業	ゼネコン	7719	東京衡機	
企業	ゼネコン	7949	小松ウオール工業	
企業	ゼネコン	8226	理経	
企業	ゼネコン	8887	シーラホールディングス	
企業	ゼネコン	9223	ASNOVA	
企業	ゼネコン	9639	三協フロンテア	
企業	ゼネコン	9678	カナモト	
企業	ゼネコン	9790	福井コンピュータホールディングス	
企業	地方スーパー	3096	オーシャンシステム	
企業	地方スーパー	4015	ペイクラウドホールディングス	
企業	地方スーパー	7453	良品計画	
企業	地方スーパー	7643	ダイイチ	
企業	地方スーパー	8273	イズミ	
企業	地方スーパー	9956	バローホールディングス	
企業	TSMC	1431	Lib Work	
企業	TSMC	280A	TMH	
企業	TSMC	2970	GLC GROUP	
企業	TSMC	2974	大英産業	
企業	TSMC	3374	内外テック	
企業	TSMC	4827	ビジネス・ワンホールディングス	
企業	TSMC	4966	上村工業	
企業	TSMC	5273	三谷セキサン	
企業	TSMC	5285	ヤマックス	
企業	TSMC	5288	アジアパイルホールディングス	
企業	TSMC	5384	フジミインコーポレーテッド	
企業	TSMC	6055	ジャパンマテリアル	
企業	TSMC	6264	マルマエ	
企業	TSMC	6266	タツモ	
企業	TSMC	6273	SMC	
企業	TSMC	6323	ローツェ	
企業	TSMC	6368	オルガノ	
企業	TSMC	6526	ソシオネクスト	
企業	TSMC	6627	テラプローブ	
企業	TSMC	6902	デンソー	
企業	TSMC	6920	レーザーテック	
企業	TSMC	7180	九州フィナンシャルグループ	
企業	TSMC	7203	トヨタ自動車	
企業	TSMC	7267	ホンダ	
企業	TSMC	7735	SCREENホールディングス	
企業	TSMC	8035	東京エレクトロン	
企業	TSMC	8596	九州リースサービス	
企業	TSMC	9380	東海運	
企業	TSMC	9765	オオバ	
企業	TSMC	9793	ダイセキ	
企業	電力会社	153A	カウリス	
企業	電力会社	1941	中電工	
企業	電力会社	1945	東京エネシス	
企業	電力会社	218A	Liberaware	
企業	電力会社	2303	ドーン	
企業	電力会社	2664	カワチ薬品	
企業	電力会社	3763	プロシップ	
企業	電力会社	3837	アドソル日進	
企業	電力会社	3988	SYSホールディングス	
企業	電力会社	5333	日本ガイシ	
企業	電力会社	5406	神戸製鋼所	
企業	電力会社	5582	グリッド	
企業	電力会社	5597	ブルーイノベーション	
企業	電力会社	5805	SWCC	
企業	電力会社	5939	大谷工業	
企業	電力会社	6345	アイチコーポレーション	
企業	電力会社	6492	岡野バルブ製造	
企業	電力会社	6617	東光高岳	
企業	電力会社	6622	ダイヘン	
企業	電力会社	6623	愛知電機	
企業	電力会社	6643	戸上電機製作所	
企業	電力会社	6653	正興電機製作所	
企業	電力会社	6654	不二電機工業	
企業	電力会社	6866	HIOKI	
企業	電力会社	6877	OBARA GROUP	
企業	電力会社	7047	ポート	
企業	電力会社	7692	アースインフィニティ	
企業	電力会社	8061	西華産業	
企業	電力会社	8070	東京産業	
企業	電力会社	9501	東京電力ホールディングス	
企業	電力会社	9502	中部電力	
企業	電力会社	9503	関西電力	
企業	電力会社	9505	北陸電力	
企業	電力会社	9506	東北電力	
企業	電力会社	9507	四国電力	
企業	電力会社	9509	北海道電力	
企業	電力会社	9511	沖縄電力	
企業	電力会社	9513	J-POWER	
企業	トヨタ系	3116	トヨタ紡織	
企業	トヨタ系	3553	共和レザー	
企業	トヨタ系	3577	東海染工	
企業	トヨタ系	3771	システムリサーチ	
企業	トヨタ系	5482	愛知製鋼	
企業	トヨタ系	5607	中央可鍛工業	
企業	トヨタ系	5992	中央発條	
企業	トヨタ系	5994	ファインシンター	
企業	トヨタ系	6142	富士精工	
企業	トヨタ系	6201	豊田自動織機	
企業	トヨタ系	6203	豊和工業	
企業	トヨタ系	6382	トリニティ工業	
企業	トヨタ系	6463	TPR	
企業	トヨタ系	6470	大豊工業	
企業	トヨタ系	6473	ジェイテクト	
企業	トヨタ系	6615	ユー・エム・シー・エレクトロニクス	
企業	トヨタ系	6902	デンソー	
企業	トヨタ系	6995	東海理化	
企業	トヨタ系	7241	フタバ産業	
企業	トヨタ系	7259	アイシン	
企業	トヨタ系	7264	ムロコーポレーション	
企業	トヨタ系	7270	SUBARU	
企業	トヨタ系	7276	小糸製作所	
企業	トヨタ系	7282	豊田合成	
企業	トヨタ系	7283	愛三工業	
企業	トヨタ系	8015	豊田通商	
企業	トヨタ系	8076	カノークス	
企業	トヨタ系	9368	キムラユニティー	
企業	任天堂	2432	ディー・エヌ・エー	
企業	任天堂	3627	テクミラホールディングス	
企業	任天堂	3639	ボルテージ	
企業	任天堂	3698	CRI・ミドルウェア	
企業	任天堂	3723	日本ファルコム	
企業	任天堂	3787	テクノマセマティカル	
企業	任天堂	3851	日本一ソフトウェア	
企業	任天堂	3930	はてな	
企業	任天堂	3935	エディア	
企業	任天堂	4644	イマジニア	
企業	任天堂	4728	トーセ	
企業	任天堂	5844	京都フィナンシャルグループ	
企業	任天堂	6479	ミネベアミツミ	
企業	任天堂	6804	ホシデン	
企業	任天堂	6875	メガチップス	
企業	任天堂	7552	ハピネット	
企業	任天堂	8150	三信電気	
企業	任天堂	9766	コナミグループ	
企業	光通信	1724	シンクレイヤ	
企業	光通信	1945	東京エネシス	
企業	光通信	2461	ファンコミュニケーションズ	
企業	光通信	2588	プレミアムウォーターホールディングス	
企業	光通信	2763	エフティグループ	
企業	光通信	3323	レカム	
企業	光通信	3437	特殊電極	
企業	光通信	3727	アプリックス	
企業	光通信	3843	フリービット	
企業	光通信	4333	東邦システムサイエンス	
企業	光通信	4439	東名	
企業	光通信	4800	オリコン	
企業	光通信	4848	フルキャストホールディングス	
企業	光通信	4980	デクセリアルズ	
企業	光通信	5232	住友大阪セメント	
企業	光通信	5344	MARUWA	
企業	光通信	6235	オプトラン	
企業	光通信	6307	サンセイ	
企業	光通信	6524	湖北工業	
企業	光通信	6655	東洋電機	
企業	光通信	6834	精工技研	
企業	光通信	6905	コーセル	
企業	光通信	6961	エンプラス	
企業	光通信	6965	浜松ホトニクス	
企業	光通信	7111	INEST	
企業	光通信	7466	SPK	
企業	光通信	7544	スリーエフ	
企業	光通信	7634	星医療酸器	
企業	光通信	8059	第一実業	
企業	光通信	8061	西華産業	
企業	光通信	8070	東京産業	
企業	光通信	8085	ナラサキ産業	
企業	光通信	8097	三愛オブリ	
企業	光通信	9236	ジャパンM&Aソリューション	
企業	光通信	9446	サカイホールディングス	
企業	BtoB	1333	マルハニチロ	
企業	BtoB	2173	博展	
企業	BtoB	2492	インフォマート	
企業	BtoB	2815	アリアケジャパン	
企業	BtoB	3054	ハイパー	
企業	BtoB	3064	MonotaRO	
企業	BtoB	3092	ZOZO	
企業	BtoB	3172	ティーライフ	
企業	BtoB	3204	トーア紡コーポレーション	
企業	BtoB	3558	ジェイドグループ	
企業	BtoB	3612	ワールド	
企業	BtoB	3626	TIS	
企業	BtoB	3645	メディカルネット	
企業	BtoB	3935	エディア	
企業	BtoB	3977	フュージョン	
企業	BtoB	3985	テモナ	
企業	BtoB	4264	セキュア	
企業	BtoB	4382	HEROZ	
企業	BtoB	4760	アルファ	
企業	BtoB	4819	デジタルガレージ	
企業	BtoB	4825	ウェザーニューズ	
企業	BtoB	5240	monoAI technology	
企業	BtoB	5906	エムケー精工	
企業	BtoB	6670	MCJ	
企業	BtoB	6750	エレコム	
企業	BtoB	7114	フーディソン	
企業	BtoB	7135	ジャパンクラフトホールディングス	
企業	BtoB	7371	Zenken	
企業	BtoB	7482	シモジマ	
企業	BtoB	7695	交換できるくん	
企業	BtoB	8051	山善	
企業	BtoB	9075	福山通運	
企業	BtoB	9211	エフ・コード	
企業	BtoB	9272	ブティックス	
企業	BtoB	9418	U-NEXT HOLDINGS	
企業	BtoB	9439	エム・エイチ・グループ	
企業	BtoB	9832	オートバックスセブン	
企業	BtoB	9982	タキヒヨー	
企業	ボーイング	2768	双日	
企業	ボーイング	3402	東レ	
企業	ボーイング	4203	住友ベークライト	
企業	ボーイング	5726	大阪チタニウムテクノロジーズ	S
企業	ボーイング	5727	東邦チタニウム	
企業	ボーイング	6135	牧野フライス製作所	
企業	ボーイング	6136	OSG	
企業	ボーイング	6268	ナブテスコ	
企業	ボーイング	6376	日機装	
企業	ボーイング	7011	三菱重工業	
企業	ボーイング	7012	川崎重工業	
企業	ボーイング	7013	IHI	A
企業	ボーイング	7409	AeroEdge	S
企業	ボーイング	9201	日本航空	
企業	ボーイング	9202	ANAホールディングス	
企業	ボーイング	9204	スカイマーク	
企業	マイクロソフト	3021	パシフィックネット	
企業	マイクロソフト	3042	セキュアヴェイル	
企業	マイクロソフト	3371	ソフトクリエイトホールディングス	
企業	マイクロソフト	4011	ヘッドウォータース	
企業	マイクロソフト	4396	システムサポートホールディングス	
企業	マイクロソフト	4716	日本オラクル	
企業	マイクロソフト	5029	サークレイス	
企業	マイクロソフト	5036	日本ビジネスシステムズ	
企業	マイクロソフト	5599	S&J	
企業	マイクロソフト	9240	デリバリーコンサルティング	
企業	マイクロソフト	9692	シーイーシー	
企業	ラピダス	1812	鹿島	
企業	ラピダス	1832	北海電工	
企業	ラピダス	1840	土屋ホールディングス	
企業	ラピダス	1980	ダイダン	
企業	ラピダス	205A	ロゴスホールディングス	
企業	ラピダス	3374	内外テック	
企業	ラピダス	3449	テクノフレックス	
企業	ラピダス	3778	さくらインターネット	
企業	ラピダス	4091	日本酸素ホールディングス	
企業	ラピダス	4186	東京応化工業	
企業	ラピダス	4392	FIG	
企業	ラピダス	5273	三谷セキサン	
企業	ラピダス	6055	ジャパンマテリアル	
企業	ラピダス	6248	横田製作所	
企業	ラピダス	6701	NEC	
企業	ラピダス	6758	ソニーグループ	
企業	ラピダス	6902	デンソー	
企業	ラピダス	7203	トヨタ自動車	
企業	ラピダス	7267	ホンダ	
企業	ラピダス	7643	ダイイチ	
企業	ラピダス	7826	フルヤ金属	
企業	ラピダス	8104	クワザワホールディングス	
企業	ラピダス	8306	三菱UFJフィナンシャル・グループ	
企業	ラピダス	8377	ほくほくフィナンシャルグループ	
企業	ラピダス	8524	北洋銀行	
企業	ラピダス	9432	NTT	
企業	ラピダス	9434	ソフトバンク	
娯楽	アウトドア	2670	エービーシー・マート	
娯楽	アウトドア	2674	ハードオフコーポレーション	
娯楽	アウトドア	2687	シー・ヴイ・エス・ベイエリア	
娯楽	アウトドア	3003	ヒューリック	
娯楽	アウトドア	3028	アルペン	
娯楽	アウトドア	3093	トレジャー・ファクトリー	
娯楽	アウトドア	3611	マツオカコーポレーション	
